Promoter,Growth rate,expression
P5, 0.5858351893095768, 0.7062527839643655
P5, 0.8657628062360805, 0.7409131403118048
P5, 1.00554008908686, 0.5383296213808464
P5, 1.534649220489978, 0.35799554565701586
PL, 0.5962750556792875, 1.014855233853007
PL, 0.904292873051225, 1.1678619153674838
PL, 1.0238140311804012, 1.0833073496659247
PL, 1.4765590200445435, 0.8696492204899786
