Growth rate, protein concentration
1.2640449438202244, 4.048582995951417
0.9719101123595504, 4.190283400809717
0.696629213483146, 4.352226720647773
0.44943820224719094, 4.574898785425102
0.42134831460674155, 4.736842105263158
