Gene names,Mori sector,wt_mass_fraction_poor,wt_mass_fraction_rich,rela_mass_fraction_poor,rela_mass_fraction_rich,wt_mass_fraction_poor_err,wt_mass_fraction_rich_err,rela_mass_fraction_poor_err,rela_mass_fraction_rich_err
mscL,S',3.1567150841669116e-05,6.261820658065613e-05,6.41634103903733e-05,0.00011163747989288582,1.8833980579960316e-06,6.269125994325728e-06,7.154745030406285e-08,2.65239088904192e-06
msrA,S,7.25046721770398e-05,7.344890017059699e-05,0.00022186297128641547,0.00024962749588538314,1.7523389954968183e-05,9.173958517993765e-07,1.052631897337934e-05,1.427113817752449e-06
msrB,S,0.0002728775827547124,0.0002562029290652157,0.0003598111414711651,0.0003411353731663288,6.054355850491455e-06,1.4551909122017702e-06,2.2296397229026844e-06,3.999247868157911e-06
murA,A',0.0005328093545857254,0.0005576694349387434,0.000522141804797877,0.0006199711452479421,5.451522948516819e-05,9.449124961370269e-06,4.614176021793681e-05,2.8071275710573685e-05
nadD,A',4.195395349739494e-06,3.852384895945639e-06,3.4908259153396583e-06,3.632994630702297e-06,5.16823433125546e-08,2.712463401693369e-06,4.874142181380804e-07,2.6916474447222992e-06
kefG,S',4.5914542105859254e-06,2.863635521217044e-06,8.99257714622198e-06,1.5406355456487657e-05,2.082700246834407e-07,3.098354338853583e-08,8.425242758720696e-08,2.3301746364366845e-07
nagB,S',0.00011623657786050042,0.00010478053095753167,0.00020011088230601203,0.00020902942812582066,2.9881138453705756e-06,1.4045718514327929e-06,9.66212385665848e-07,1.5895874132076628e-05
nanE,C',3.201130231595336e-06,3.617481967588897e-06,5.521660772366345e-06,4.235891908523673e-06,1.0587368680931415e-06,3.0494229742716554e-07,5.964945847146815e-08,1.8561499317268338e-07
ndk,C,0.001711384339019205,0.0016633465108247436,0.0007257531568790954,0.0006898204641141456,3.750092827958817e-06,1.9037910628481327e-05,4.255073062098844e-05,9.471726094205694e-06
rsxA,U,2.6776935354281854e-05,2.9184521527178356e-06,1.1101091193485852e-05,3.7418709598486422e-06,1.609253110371115e-05,8.228173991901463e-08,7.580498605559842e-07,1.205894237990649e-06
mntH,U,3.3203770033400394e-06,8.384351372613807e-07,5.616982533492348e-06,2.9094892653574786e-06,2.6144639538933446e-07,1.3741182267106858e-07,1.0751038589228326e-08,3.300735016873119e-07
rppH,U,6.1946010075149265e-06,9.793866688715293e-06,5.421501164116836e-06,8.482776006218715e-06,1.8575598066006267e-07,2.0548137231778025e-07,4.3120749696391193e-07,5.82890307825695e-07
nusB,R,0.0001488919498796812,0.000169912442971254,0.00013334531547594337,0.000130142239362653,9.681237659530474e-07,4.195196564217793e-06,1.3344289355862255e-06,7.30947534190529e-07
orn,A,6.998152081641855e-05,0.00011477174923698113,6.742852063164003e-05,0.00010274999205240796,1.6029680977813112e-06,1.5746602608703736e-06,3.7991943202756725e-07,2.112973704209265e-06
pyrB,S,0.00026452655885218085,0.0003586212552129809,7.922262174368745e-05,3.858856646437583e-05,1.687469640720762e-05,4.016608315759993e-05,4.05556403427463e-06,8.94312837437672e-07
panD,U,0.00019404791110523198,0.00023262732220204446,0.00011994406939361964,0.00020678113345208175,0.00011328887646779625,1.2155361214731501e-05,7.197211716966826e-05,6.971871436301644e-06
pdxJ,S,0.0004566133184889878,0.00026419852682294404,0.0005594794597790411,0.00037555639936085144,3.813712563479493e-06,6.9004232755177225e-06,2.4637766409684294e-05,7.49968336757881e-06
pfkA,A',0.00064296476690122,0.000598203827143786,0.0008889283096400089,0.0005952680960921706,2.9102858089976387e-05,3.825759887176439e-05,8.187002820752361e-06,2.0535165129700135e-05
pgk,A,0.003905472298773096,0.005219837991014782,0.004134262129752143,0.003528444206360379,0.0001322698684028355,0.00010321711247251964,5.4432043672556114e-05,0.00020881039208026325
gpmB,C',0.00014790173795410378,0.0001819055357746614,0.00011682733305716727,0.00011936653108223156,1.008342883999454e-05,5.08763082390738e-06,4.89693324234804e-06,2.535324313173263e-06
pcm,S',3.380639732611561e-05,5.5561336248716146e-05,3.9437316727713266e-05,6.141368197440432e-05,3.850267996695249e-06,1.029881416965463e-08,8.741714838381464e-06,3.2046925657747404e-07
plsB,S',0.0003114971820178836,0.00040001428825001595,0.00028001380391859225,0.0003143751342101473,1.0119591162130128e-05,5.643321763485485e-06,2.1388422898080764e-06,1.2300371264000988e-05
ppa,R,0.0019814272216467717,0.0023884154254044,0.001739292558765994,0.0016986320479530992,3.5561022395909705e-06,2.9605136300849336e-05,1.267456994228863e-05,2.06858511374344e-05
ppk,S',8.92599337274711e-05,0.00011335430284262488,0.00014535599896759114,0.00020935131293588313,2.5241677703539565e-06,3.994890236257029e-06,1.028716109345397e-05,1.540973184435858e-06
nadK,S,4.0234072617795615e-05,3.7455000978802976e-05,7.348685861988562e-05,7.503559305458666e-05,4.99282491420372e-07,1.9693282061735198e-06,1.2101481219406308e-05,1.1126458021616987e-05
proB,A',0.00025243639579587023,0.0002601231277823038,0.0003173248533458585,0.0003507425169503953,9.925670608071024e-06,1.1402565100067093e-06,1.8006978502429138e-07,1.86174508003001e-06
hslV,R,0.00010505658156192765,0.00015342762402513574,8.284474913039435e-05,7.939328225060736e-05,2.542857129783833e-07,4.294958833003836e-06,2.7993863826843698e-06,1.7190114114856328e-05
lexA,S',0.00010856385550454025,0.00011676892304087871,9.341990881757168e-05,0.00016412387257816376,3.1487797084915174e-05,2.0268717904727557e-06,1.9120511478968764e-06,4.735069597267119e-06
pepE,C,3.4818255123492256e-05,4.100173687365507e-05,2.3053999196786415e-05,1.3485277839012394e-05,2.8213019450156745e-07,2.776711576106491e-06,8.247467602064509e-07,8.426058501490965e-07
pth,A',0.00010480623224914014,0.0001180428427006117,6.990977137370254e-05,6.72688128516246e-05,8.177017154314373e-07,1.7507980616863583e-07,8.514161744616534e-06,3.750638945200442e-06
purA,U,0.002170766232494163,0.003307383750820448,0.0018865729685021118,0.0019324260402386229,6.0806285557984214e-05,0.00012494181096508908,9.93876812368144e-06,8.813363486293642e-05
purC,C,0.0014673352905026278,0.0023099894042409204,0.000989693934068923,0.001075732977856087,1.817613185206915e-06,7.87468445347301e-06,1.8107565703761024e-05,1.6654248883782568e-06
pyrD,R,0.00026405791413288126,0.0002450919318745321,0.00015065897439931906,0.00011707445501162107,1.0542198452309919e-05,1.739931230576861e-05,1.1210281848942158e-06,9.395130007188114e-06
pyrE,U,0.00032314482191789993,0.000266761442659573,0.00031921963632336036,6.492696130992287e-05,0.00011898621146199047,9.561092490403518e-06,3.2234637409405656e-06,2.1541229201705835e-06
pyrG,U,0.0010019628504162005,0.0016248720960551266,0.0007839578386569188,0.0010558570459872736,1.4084743704310411e-05,3.721623035084481e-05,1.4319142336120263e-05,2.8905319706772634e-05
pyrH,U,0.0002747200516098453,0.00045837219843569823,0.00020832201780884713,0.00019400828486922095,2.2255804538801787e-06,1.2695078267801704e-06,2.8165026328160435e-05,3.794360019715764e-05
pyrI,S,0.00011147173682116592,0.0005080152035791429,3.046948301704186e-05,0.00011585500999695934,3.427878548289937e-06,8.621885430087754e-06,1.799642320332889e-06,9.236292598124139e-05
speD,U,0.00046148118065624693,0.00036935739553681495,0.00030292321685270146,0.00014115184529422576,4.282414173587744e-06,2.1749175509801108e-05,2.135264009902162e-06,5.862258002308353e-06
queA,R,4.393614845443948e-05,6.935538658562305e-05,2.7054731867523625e-05,2.37277470563915e-05,3.99346742007704e-06,1.8527711112820857e-05,3.0286875033273786e-06,1.4277185180258306e-06
rbfA,R,0.00016083545343356664,0.0002451220346372262,0.00015042176498109749,0.00020563210595920061,5.350615629744348e-06,5.062213731121167e-06,1.5418560559988124e-05,2.2197295894796788e-06
recA,S,0.0007030826554052934,0.0006476379897314256,0.0007238435548981427,0.0007041686804514741,5.63616075646093e-07,4.334295993417103e-06,6.518859062057012e-06,9.396400619018106e-06
recF,U,1.8652924089022433e-06,5.023178941132334e-06,3.1531421280616202e-06,5.958694720811135e-06,7.940877438197892e-08,3.974750314028461e-08,7.998440822274834e-08,2.9285984854351925e-07
recR,R,5.829539378279635e-05,7.241856839841683e-05,4.9977163002468944e-05,5.84970444860528e-05,1.1659595121726474e-06,2.219916856664084e-06,7.594166949323847e-07,5.149499736853943e-07
prfA,A',9.530853338411341e-05,0.0001494603043170397,9.48639007854785e-05,0.0001313615564311742,1.003719071135308e-06,3.159962271766028e-06,1.7393628737100145e-06,4.755552509881926e-06
prfC,R,0.0004211509531267074,0.0005639154339112917,0.00024823115180622413,0.00026175203163148484,5.329143162857968e-08,2.5402480995197554e-05,7.996238453593957e-06,5.468189523021418e-06
ribA,A',0.00010526851560960099,0.00010776686735675909,0.00012485544677626485,0.00010025746386138942,2.6221311711221984e-08,3.6533807299961416e-06,1.8847085269003695e-06,1.250934982643259e-06
ribB,U,0.00012603061337588,0.00017176968960631975,0.00014025113299053298,0.00023617010642446197,5.3221033855492815e-06,4.5062594864487404e-06,4.344019967653329e-07,1.150983089966411e-05
rplJ,R,0.002686356722251766,0.0037414924270979784,0.002066225625066632,0.0024446934454728734,3.5283967928936106e-05,5.106982765346632e-05,9.272656672558248e-05,6.606095731432802e-05
rplK,R,0.0018882116331010268,0.002452016504273283,0.0013140289817420402,0.0016234178127619934,4.5903007753917324e-05,7.390014959582532e-06,6.219655292080662e-05,2.0249558476940653e-06
rplL,R,0.0030770089154360516,0.0031847300468368497,0.0024841782668172216,0.0024854415800315303,4.2658850906367824e-05,0.00021835805866445533,6.0353989083839106e-05,0.00013229266618036673
rplS,R,0.0018171635845887105,0.002624546322976953,0.001582741575227307,0.0014871534121232697,6.665974664347323e-05,2.06629218772042e-05,0.00011508014585282248,8.878478266725789e-05
rplA,R,0.003944267043606689,0.0041112486657356485,0.0028506410278338955,0.002822245316774366,2.8353982746865715e-05,1.6047829227431015e-05,7.269941387067847e-05,4.5145877117120595e-05
rplT,R,0.0009086739839140926,0.0009426328927080387,0.0006302703799713572,0.0005954274214269196,7.558759145476148e-06,1.0437092988578719e-05,5.011446475455968e-07,2.1087041159806124e-05
rpmA,R,0.0015077998314259426,0.0012406365698246287,0.0008736720668622838,0.0007440622391975224,2.931604124000939e-05,4.179633637014352e-05,1.983794886697808e-05,4.958484323081539e-05
rpmB,R,0.0009629444681540796,0.000834028816260198,0.000688071281985256,0.0005549632814888899,1.455849335046857e-05,2.494119120035335e-05,3.2687923089818336e-06,7.822991355420708e-06
rpmC,R,0.002283196411312754,0.0025126218616921534,0.0015557569431488365,0.0014387298942413593,0.00010782521368400992,0.00012428155766774397,0.00011531653875711137,1.6496625839002108e-05
rpmE,R,0.0015665265591490109,0.0016677348241300283,0.0009666837689873077,0.001102612135194094,5.774547917187915e-05,7.913980423597717e-05,2.3334370569671103e-05,4.206122860333638e-05
ykgM,R,6.889800634850001e-06,9.083805315031761e-07,3.1024186918281126e-05,3.638302576079662e-07,1.1554332664976252e-06,1.4868299555415859e-08,1.0629418593940278e-05,3.638302576079662e-07
rpmF,R,0.0011951511635296945,0.001325276981935219,0.0009570685988935179,0.0008893211513439174,2.666462790209493e-06,1.0332366399378552e-05,4.366527637076083e-05,4.5556664271671234e-05
rpmG,R,0.0027749033861744596,0.004361976059118555,0.002263000026915116,0.002834537231675681,0.0003995990870130834,0.00020505045917286469,9.339270817227893e-05,0.00012077173396022136
rpmH,R,0.0011569283213453355,0.0011531995257004967,0.0005833192813954193,0.0006185668975770438,8.761140937590625e-06,3.42803455923344e-05,2.716347944954785e-05,2.7873587907295365e-05
rpmI,U,0.00033580551249489787,0.0002713739254844976,0.00018577144001908133,0.00014272076251774774,1.3850694837009393e-05,2.960131717875554e-05,7.337279418063788e-06,1.7687722522611682e-05
rpmJ,R,3.244790390215348e-05,1.4166270925448067e-05,1.631797239571692e-05,6.447986676946993e-06,1.834746163771388e-06,3.4824408595115435e-06,3.9463581245201944e-07,3.022919488817529e-07
rplI,R,0.0030441815519723814,0.0036888584454510486,0.0022485932001737137,0.002320770663884684,4.709710502712747e-05,0.00023009812601196234,6.635926426022589e-05,0.00016311528687056737
rpsJ,R,0.0014245160931323888,0.0025639342106234223,0.001346744043829146,0.0018627298753680548,4.699555809853427e-05,7.165699433292917e-05,4.7323415020916336e-05,1.7133575570418922e-05
rpsK,R,0.0010184436928933008,0.0012023287142625214,0.0007831017471906062,0.0008649807918795014,1.6298716582803822e-05,1.2312324584300735e-05,4.427282371714065e-05,8.810076805169909e-06
rpsL,R,0.0013301416720957605,0.001876662334567376,0.0007415002998335995,0.0009207398260470579,4.0833715394950304e-05,9.418964986551942e-05,3.3566504594578696e-05,2.9783088727130484e-05
rpsM,R,0.004048059978251834,0.004404487127264194,0.0028901457524132816,0.002802510691827988,1.2163191878987456e-05,1.5836173106078925e-06,5.878625043319796e-05,2.8925181521171316e-06
rpsP,R,0.00468401668202469,0.004277071772108834,0.003163759487415223,0.002772403682872277,2.1281324405594132e-05,5.2079884816056375e-05,1.7050681499316406e-05,6.727900203409593e-05
rpsR,R,0.0015588225822082303,0.0024974087571443095,0.0009557281894261355,0.0013380218923293211,1.6374173730937178e-05,7.796771860901015e-05,7.603680642246155e-05,1.774511435594995e-05
rpsS,R,0.0021230251826424864,0.002013331459679929,0.001348658430706663,0.001237579455536282,4.879754331958176e-06,5.067430624247312e-05,4.309056292271817e-06,1.702955936200138e-05
rpsT,R,0.001287814942333133,0.0019168319572148615,0.000692869385360884,0.0010588175587825641,1.3678732818159494e-06,7.34459778874597e-06,5.98562607368445e-06,1.320340546518881e-05
rpsB,R,0.003823627122729661,0.004743128333240944,0.0027402255299518287,0.0030440108006892326,1.5116795213853448e-05,5.744012860799206e-05,0.00010595612200550871,2.3460152855039277e-05
rpsC,R,0.005607483204653263,0.006893876564678197,0.004131864226584044,0.004770930509218441,2.2519993863546073e-05,0.00012249302509683823,2.227631983752745e-05,2.9336013529810117e-05
rpsD,R,0.003102409454536798,0.004279243692717374,0.0023482448150210717,0.0029486902265620603,4.394248090296019e-05,0.00034831082317267684,0.00012195103775857288,0.00012301960820239994
rpsE,R,0.002562101104748451,0.004514500963858489,0.0019934013376477406,0.0030309681668711135,4.166675426520378e-06,1.748353284461478e-05,8.440706570027746e-05,5.798007070460971e-06
rpsH,R,0.0019073573898991017,0.0023727325179093237,0.0012554752425973708,0.0015271251377182314,2.187793518774084e-05,2.3467759334109368e-05,6.544886473028148e-05,3.791076323075176e-05
rpsI,R,0.0028514371328000926,0.0034748057885523997,0.001919633476991412,0.0023700061445408563,7.431705003206092e-05,5.194984819452799e-06,5.8159646109940516e-05,0.00014950783341379165
rimM,R,0.00020857453119622467,0.00032142406785217847,0.00015022997032332168,0.00021602197137232193,2.0189231334914813e-05,3.0868978187812244e-06,1.8947775297017958e-05,6.343913491880124e-06
rnc,R,0.00021095130091959466,0.00021759914909997736,0.0001922947007462589,0.0001623710939667412,1.8378411062054315e-05,2.450319555995467e-06,2.156721727391661e-06,3.370169333063945e-07
rnhA,R,1.8953347544729377e-05,2.0050801968376113e-05,1.7633276803742198e-05,2.0551993937758846e-05,2.7075342007670733e-07,3.443387139046333e-08,3.6211325410687724e-07,5.288724604114182e-06
rnpA,R,2.420091195268261e-05,1.1358215110629456e-05,1.5915827710306164e-05,8.009052184178246e-06,8.14998357527985e-07,8.065086418416697e-07,5.019691174182718e-07,1.1756931208337672e-06
rpiA,S,0.00045686680198893273,0.0006330125204506846,0.0005475702006986559,0.0006169293918262497,1.7113748334060108e-05,1.4559382408165227e-05,1.381265383961015e-06,9.684579559512073e-06
rpoA,A',0.002844728649175979,0.003240681920798256,0.002995010278992912,0.0033633798495335612,2.8779194026718998e-05,1.4963818155264456e-05,1.4008494514142992e-05,8.449641576222054e-06
rpoZ,A',0.0004562854512645284,0.0006130631955154265,0.00038075157704438366,0.0005419169294639316,8.748607957232129e-06,5.234464388226777e-06,7.716645489959205e-06,1.2627134192237373e-05
frr,R,0.0008005690336409744,0.0012252085002494532,0.0007848701592964985,0.0011638102518012855,1.3126559867490824e-06,3.0311080864302547e-05,2.1707861803857756e-05,2.1231949507182434e-05
ruvA,S',3.6985856058835214e-05,4.817283632001903e-05,5.5059221184720824e-05,5.750977117301661e-05,7.026463412573211e-07,8.989367863110112e-06,3.8069169962010528e-06,1.278090661201168e-05
ruvB,S,6.684387282649681e-05,6.750404467425572e-05,0.00010325180225864491,0.00011441833048043981,3.8125647523980417e-07,8.745605816649892e-06,1.6258335659758254e-06,3.5524800172232517e-06
metK,A,0.0034222288849041,0.0018340844567818551,0.0022196122995523106,0.001967433199776579,4.9094758093305756e-05,0.00014546888274830506,0.00013085646331022476,2.7789162363118245e-05
selA,A,0.0001147632858722988,0.00012233163375017803,0.00011744261534063457,9.519459332970348e-05,5.108036041925689e-08,1.0718013358059492e-06,7.782938035716662e-07,2.5143824481371006e-06
sfsA,S',7.851243712522551e-05,2.6406403886503395e-05,7.129650106001863e-05,5.069530195164117e-05,2.791234966925498e-05,3.1974425182654868e-06,6.604721214253805e-06,1.6541350809836184e-05
glyA,A,0.0035079756453117355,0.0047869988447638715,0.0031250606191656908,0.0033889179307283,2.2023810184462625e-05,0.0001853452571845349,0.00022949561746166223,9.095402929470585e-06
smg,U,8.208953492884643e-07,2.5288518851246785e-07,7.292530821205128e-06,7.54390862482789e-06,3.150927777652927e-07,3.427992981997e-10,9.442756202442162e-07,1.5812158375125625e-07
dctA,S,4.517151342461189e-05,9.536294358221281e-05,5.301549693258324e-05,1.8017318380611907e-05,2.3596145911880433e-06,5.2954767699359996e-05,8.929080360028692e-07,5.56943809949549e-07
smpB,A',7.193827085767623e-05,0.00010407326403517384,9.831403591211799e-05,0.00012085059913444969,1.7171284413608972e-06,5.403661800347246e-07,6.896441944370039e-07,1.046062528126919e-06
sucC,C,0.004643558235577458,0.0028826497878178528,0.004054410311258709,0.003196490292575572,0.0001203220221268125,4.108266461993592e-05,3.0516651395373368e-05,7.619974259930789e-05
surE,S',2.8467951312901572e-05,5.8905917493957354e-05,2.499856350580203e-05,5.33315022828493e-05,3.5101474242691275e-06,9.775989545241558e-07,5.5216853355406e-07,1.580118727187612e-06
tatE,R,4.1704250138074715e-05,2.9982220299746387e-05,2.3942110637726356e-05,2.5627798851971407e-05,6.061202778750797e-07,6.293274331429046e-07,8.235441544749946e-07,1.9342917625613887e-06
tgt,R,0.0002993533262427633,0.0003663150542004381,0.00013934067991067768,0.00016806201799589993,1.1058571161731424e-05,2.582018512465537e-06,5.359187321518418e-06,1.6961656600728773e-06
tig,R,0.004799239375453579,0.005025616803741195,0.004305651807034391,0.00393847482731872,0.0001013897181284338,8.378583305955348e-05,4.8974234931358895e-05,0.00022520573964379372
tolB,A,0.0006787002986813554,0.0008347574045826402,0.0010617963099042547,0.0012105470989440255,1.247240806101377e-05,8.266066241560622e-06,1.889343768852504e-05,6.521978776423518e-06
tpiA,A,0.0022879704512471415,0.00233289260562973,0.0021586538595369563,0.0021476987653425922,7.552520096443206e-06,8.143087749143624e-06,8.887534029863907e-06,2.9541941125818018e-06
tpx,C,0.0030069776177480455,0.0030405190927289176,0.003340109165241043,0.0036975091031055934,6.622151814140932e-05,0.00010007427581202569,6.876652992965598e-05,0.00010384004213746475
talA,S,5.0416284996761054e-05,3.9347172637960664e-05,0.00024293840190802829,0.00023693016964123825,2.643960054597207e-06,3.953520176535165e-06,2.1342182274460052e-07,7.621254322712467e-06
talB,A,0.0023203926374595132,0.0026989044694618308,0.00210888963806062,0.0025998441539866555,0.0001104168874974411,3.950411179124997e-06,6.862436286987996e-05,4.071187288002512e-05
trmD,C',4.939625872997782e-05,6.224952969236162e-05,4.153052398928313e-05,4.846120159415504e-05,7.987189724278019e-07,1.6485550574691933e-07,9.731481386367731e-08,2.77792662539089e-06
trpA,U,0.00126822784391355,0.0042271327484705405,0.000834124050115266,0.0013757281600863252,4.928747691745178e-06,5.253600993411576e-05,2.957551407629602e-05,3.694883899593997e-05
trpB,U,0.0015204670249311784,0.005190583977476026,0.0009755717864377285,0.0015291317638454695,3.7127267822447785e-05,3.410850948550644e-05,2.027488352493678e-05,3.8044640369588076e-05
trpR,S,2.1129280723360675e-05,4.2274998032534406e-05,2.2779429644441538e-05,4.360937943859955e-05,8.711130853135427e-07,1.0479712108092836e-07,3.8311117826954736e-07,2.452948978750287e-06
thyA,U,0.00029911158512490883,0.0004702461090601123,0.0002425910695198523,0.0002778633666585642,6.1127958085875785e-06,2.6062966672755117e-06,1.1836808492304802e-05,1.0929299911270856e-06
ubiE,U,0.0003236653481192498,0.0003295245240544299,0.00031088681755313643,0.0002934895365466814,2.7388271706528414e-07,2.034289919723958e-06,4.851731383026243e-06,4.110249209627069e-06
tusA,S',1.6686319619365604e-05,3.17288428291893e-05,1.8701858208351043e-05,2.2817690590256667e-05,2.1371594961991324e-06,2.2438191838283138e-06,4.0239022615571734e-07,4.857707028576242e-06
rapZ,S,0.00016288723797815814,0.00010197188741360895,0.00024918757535050156,0.0002204807732344472,2.4709849795125663e-06,2.723935674516248e-06,2.2294152269568564e-05,1.7067693111151106e-05
ybeY,A',0.00011453711434414389,0.00012262891714136568,0.00013881399918104427,0.00013124427024125936,2.0997951210401233e-06,2.2631749800438176e-05,2.5466431966483392e-06,1.2176400251571537e-05
yebC,R,0.00027834889323446034,0.00036667609215086167,0.00021940359771455777,0.000254322733585861,4.777411602568488e-06,9.451458345815947e-06,2.227832412225797e-05,1.598160855024242e-05
yeeN,U,0.0004529062469525479,0.00044458320246827616,0.0003913451089975131,0.000264890191706507,4.351978868739876e-06,6.190673015152499e-06,8.520286659837557e-06,3.175397343906546e-05
ppsR,S,0.00010624725152949836,0.00014485763811604592,0.00017375758921297132,0.0002476401903430615,1.9280193930655346e-05,4.837648425303083e-07,4.3760420589009585e-06,3.292350254166396e-05
rimP,R,0.0001822832891339212,0.00021981130993439273,0.0002022752077891874,0.00012377201630932197,8.825024434320735e-06,6.706018273089706e-06,1.3363981120963106e-06,1.0005503046912953e-05
yfcN,A',2.0060243605682533e-05,2.304258877364669e-05,2.352142732317303e-05,1.8835122316577062e-05,2.3644108224533264e-07,1.7595948039496052e-08,8.245758158048047e-07,1.1549243590101141e-06
ybaB,R,0.0002553969939827927,0.00022861202039310653,0.00022645861059723778,0.00014393643679119598,4.5993023587230955e-05,6.6686164618962035e-06,3.0227033145321415e-06,7.302574594969985e-06
ybjQ,C',6.411003406978342e-05,7.473721337310374e-05,0.00013151875196164178,0.00017686880843364555,5.991711591253238e-07,4.060675654339198e-06,9.480307118994052e-09,6.6489577219690265e-06
ygfB,A',0.0002612301834603043,0.0002747991464963194,0.0002604052746488213,0.00029831499476327413,1.1652948725549201e-05,8.61604894706867e-05,2.050863081578397e-06,5.622286060551652e-06
nrdR,S',9.849938607846601e-05,0.0001102527912968496,0.00014650391103259922,0.0001288165485992,1.3234115964898968e-06,4.825158967473593e-08,8.476340819246216e-07,2.585344240733235e-05
yaiI,R,9.86335923407609e-06,3.428690095048592e-05,1.5009990671509423e-05,4.109703696472206e-05,3.5142102487058784e-07,1.2101887096744842e-06,7.105831516205999e-07,3.65497475736194e-07
ymdB,S,1.2625201986275364e-05,9.287122847226702e-06,3.150766607511567e-05,2.575578182765543e-05,5.99820327610756e-07,6.132435153926259e-07,1.169007688637638e-06,7.206643108605115e-06
ycfP,S',0.00013706268222760822,0.00017208558762300705,0.00022565917997955748,0.0002930576769291554,8.841324507100816e-07,1.5193828227793343e-05,3.4804014556468296e-06,7.308102977434013e-07
yacL,A',1.960953541030414e-05,1.897271493755487e-05,3.48957422364919e-05,2.347658003458872e-05,1.9301383419178047e-06,2.9473324917601858e-06,8.543069224920761e-07,1.2363111535336566e-06
yajQ,A',0.0005709771585985758,0.0006545120578999729,0.0005241412874605438,0.0005778677403703043,2.866335060062238e-06,3.923822065870694e-06,1.3619962499994724e-05,9.067907493704721e-06
upp,R,0.0007292484500927561,0.0006469956920166617,0.0004707138401082601,0.00035734615557345926,7.149649649789385e-05,0.00010798207979013301,2.3079648620342834e-05,2.214304245226888e-06
udk,R,8.625253083888869e-05,0.00020230680256793667,8.069060985493678e-05,0.00016821019541649035,5.556741870695042e-06,1.3224511517592288e-05,4.196548486032029e-06,5.009247829642434e-06
uvrB,S',4.163491601966724e-05,0.0004120999770349335,0.00012605119370780762,0.00038838221584791175,2.8053558318306156e-06,1.2916671915338306e-05,1.4434217258891424e-05,8.775458147594064e-06
uvrC,S,2.3510601238867507e-05,2.760318607318103e-05,4.83521442243884e-05,6.229341804131305e-05,3.4476715922184857e-07,2.8942752938388756e-07,9.002053288336796e-07,2.0169142028353165e-06
uxaC,C,0.00014023133996142343,8.563147030588288e-05,0.00023197281958835318,8.288387392169736e-05,1.1333349311458104e-06,2.2291987062089664e-07,2.1144038335723118e-05,9.334500871915113e-06
wrbA,S,6.681175868181234e-05,5.3442084462840795e-05,0.00042671469555632626,0.0004119933081869212,8.629460861225723e-06,3.416266619200102e-07,1.7227364406863655e-05,4.45022705793677e-06
xseB,S',4.274992715291291e-05,4.851766906148161e-05,4.8928457940970934e-05,6.173377333591138e-05,6.521667419850026e-07,1.3620268023504915e-06,3.0964120370581853e-06,2.3994113757469625e-06
zupT,U,0.00013844954116130724,5.054928250440215e-07,0.00014622745349409028,8.694340776204442e-06,6.730200098677806e-06,5.054928250440215e-07,4.4499557627343886e-06,1.0752610776248209e-06
yihI,R,8.494917664361915e-05,9.929342796331322e-05,5.4981077548847167e-05,3.814116328014559e-05,7.019173428974857e-06,7.933899398711215e-06,8.218972131061324e-06,1.8830588236218417e-06
yacG,S',1.9454849916786093e-05,5.30248391300281e-05,2.21290274415265e-05,5.219017919366109e-05,1.4059805398764085e-06,1.8706001997352228e-07,1.2958142852398886e-06,2.9724709111677277e-06
yqgF,A',1.6799388864034173e-05,1.4722099823005197e-05,2.2603567874678224e-05,2.0553358266247572e-05,1.0468163313526164e-07,1.791609768337229e-06,7.507785075499088e-07,2.243473045755147e-06
yaaA,A,0.00014819961178660386,0.00016642367453982378,0.000123053868876561,0.00012722565662754792,3.1427282929348484e-06,7.547806184852573e-06,2.278023523373754e-06,5.007857138947087e-06
trmB,U,0.00031564593408279357,0.0004286550888488807,0.00016750037288818545,0.00018801940988311843,5.9917894134869215e-06,3.4610846549429537e-06,4.510623205703957e-06,1.2869364901901679e-05
rlmH,R,3.308290965989508e-05,3.659620621536703e-05,2.761859391448509e-05,2.6107918622153923e-05,4.3407226772000266e-08,5.904475629252444e-07,8.048337690746925e-07,2.0131436126751806e-06
dnaT,A',2.5369978852319855e-05,3.1179594722866746e-05,2.6158186416710115e-05,2.3950103400005784e-05,3.8364615760344285e-07,1.2379617114961228e-06,1.2986657790365838e-07,8.940497951068318e-07
ybeD,S',0.00024235628900473138,0.00019949073552341542,0.000428498237608238,0.0002864607805191801,8.695067032732633e-06,5.855562273434617e-06,3.316370721084347e-05,8.976958425814329e-06
rhlB,A',0.00045311394428802803,0.0004266784973163437,0.00045606849657402323,0.00036646099003169593,8.816718566581052e-06,5.752059944717032e-06,1.9547043764736756e-05,3.06732521559232e-06
psd,S,0.00013352040081118197,0.00013695360694556828,0.00017371909421894988,0.0001784268985231943,1.253682283607429e-07,9.010457696607838e-06,2.4288881085209805e-06,1.7939908964497805e-05
yaeP,S',3.610447664967866e-05,7.881699553937486e-06,5.7836201778489614e-05,9.521401876762974e-05,1.1749965252254515e-05,5.166500307046478e-07,3.615019374606559e-07,8.192070847438144e-06
serS,A,0.0009191227259045555,0.0018132756057508837,0.0019157057726780773,0.0026055436575581404,1.4558963926821736e-06,1.5140942326298881e-05,2.92421662034764e-05,0.00011393228748801361
ycgN,U,3.1165022919920536e-05,3.0995283012273844e-05,4.2356230896025145e-05,6.16748065881596e-05,1.340751407928518e-07,4.4764896128980585e-06,3.4521552462649064e-09,1.8196644816537865e-06
