Gene names,Mori sector,wt_mass_fraction_poor,wt_mass_fraction_rich,rela_mass_fraction_poor,rela_mass_fraction_rich,wt_mass_fraction_poor_err,wt_mass_fraction_rich_err,rela_mass_fraction_poor_err,rela_mass_fraction_rich_err
slt,S,9.075215702829579e-05,6.996354253223228e-05,0.00014474786553492566,0.00014809063980290963,5.449681931145011e-07,2.836611999107592e-06,3.4053178059866447e-06,7.282782867933785e-06
smp,U,1.4373069513429604e-06,4.970065634948397e-06,4.810544070849514e-06,1.1021212519625756e-05,1.2906238302299021e-06,3.0912701190366893e-07,4.310864537423291e-06,5.735552415209122e-08
sodC,S',2.3743589297287754e-06,1.665403214613274e-06,2.408829633569855e-05,4.6826932063779356e-05,1.1858585919905906e-06,3.7678401767427706e-07,2.136498500415151e-06,3.6285881666061037e-07
sodB,S',0.0017517872422930874,0.00239222024587248,0.0017462206748909371,0.002790077934899853,4.3793138163333834e-05,8.462973437978172e-05,1.7189588559701004e-05,4.738165175850262e-05
ffh,A',0.0003104326072850403,0.0004426370750604411,0.00024372322558839513,0.00035226424554415784,1.0201659867616189e-05,1.1741022018864225e-05,1.014641619010684e-05,1.8172631436437698e-06
ssb,C',0.0002964123483842443,0.00041408197963047565,0.00033669433130766106,0.0004441505822309359,9.207471601886647e-06,1.5762046350826066e-05,2.892982398199355e-06,1.3193371885752574e-05
sstT,R,7.502486002348918e-05,7.032194591099193e-05,0.00025963577349472533,0.00013088847679236434,1.069545158189344e-05,2.747816478042571e-06,5.555849371435294e-05,7.965385888216911e-08
chrR,S,6.999927831453437e-05,6.999815083605605e-05,0.00016211872293201037,0.00016128955483791813,2.534183249773774e-06,2.00887336124457e-05,5.647751912506009e-06,9.840725235104204e-07
sucD,C,0.003359746152998406,0.002337873089046966,0.002979299929219817,0.002801986284222694,1.4714296415415957e-05,3.428013337380509e-05,4.697054916267293e-05,3.3967365946557544e-05
csdE,A',1.7038454836139413e-05,3.382422437783339e-05,2.3311297847702286e-05,2.724135004506044e-05,3.326809456596608e-07,2.877011697824668e-06,1.5373969937431896e-06,9.941928379677206e-07
thiL,S',0.00019527432846743636,7.588699919488471e-05,0.0002491035486856663,0.00013738895569620594,7.199093533738192e-06,1.1734862733019634e-07,9.493391694411388e-06,1.2068104191272479e-06
tesB,S',3.20489400054004e-05,7.785222812282148e-05,0.00010703883106949394,0.00012888315192874676,1.1642581688679546e-06,2.205008278752707e-06,3.883440259498186e-06,1.0893673061166512e-05
trxC,S',3.2690019910286195e-05,2.2709142978234777e-05,3.549167770235319e-05,3.542347115734583e-05,6.674222378131599e-07,1.684383054208305e-06,2.9607762537557446e-07,1.1405144541083478e-06
tldD,A,0.00010727208908495645,0.00012005064291909266,0.00016968239712046308,0.0001466346578424254,4.132726772715855e-06,2.245553418117631e-05,1.92187121069725e-07,2.3649766387415298e-05
sapB,U,1.3308829267555583e-05,1.0787015419745488e-05,1.274527635949551e-05,1.0915424523129349e-05,8.927685041941665e-08,1.3349769073777074e-06,4.514251107447218e-07,3.219351346935362e-07
rbsC,C,8.949133399804447e-05,4.359116448059862e-05,5.3855863181161854e-05,6.613828216468621e-06,6.01297032010299e-07,1.1523722508425014e-07,6.636150680368135e-06,3.193148367676597e-07
trkA,S',5.637681162314665e-05,9.99370758633278e-05,6.75915341206182e-05,8.17469998823283e-05,7.912647272540574e-07,4.713703472745327e-06,3.6325636185146205e-07,2.290381048904588e-06
trmH,A',6.933757739704366e-05,7.440830023219748e-05,7.335824464401572e-05,7.640524198328177e-05,1.7375310428208897e-06,1.5901189171014501e-06,1.5918520382998376e-07,2.0993406813057654e-06
yfiF,A',0.00032693958610735476,0.00034983673056908056,0.0003581655635271705,0.000402652339785548,5.521102123770327e-06,8.736909903695947e-06,1.1839135516880926e-05,1.3219995658712158e-05
trmL,A',2.2954726352153995e-05,3.409491247085149e-05,2.2023593124648685e-05,2.3345109501463138e-05,6.384858697819649e-07,5.868513837124139e-06,1.009784930246973e-06,1.559944397858218e-07
tyrS,U,0.0011410688611310606,0.0017179329762729621,0.0013186647444569538,0.0016343558127364698,2.1096694163989056e-05,2.413109805162188e-05,6.2118687877625416e-06,1.4989182836774775e-05
ubiA,C,2.7521160314348916e-05,1.817020994145611e-05,2.9205985329394813e-05,2.5775186158306936e-05,6.45346299658203e-07,2.533529004525746e-07,1.1038441982650798e-06,2.5687473225943376e-07
yhbY,A',0.00022463557543877225,0.00027879550502001905,0.00019006142075044164,0.00021391716278270687,4.023429353039814e-06,6.432592937424402e-06,2.3511306823859247e-06,3.8092448808323175e-06
iscR,C',0.00011279952206812907,6.666679239514679e-05,0.00011190060242864618,0.00013663535789042427,2.0095042931324677e-06,4.454617512547622e-06,9.641661149936832e-06,2.7370820123809336e-07
tdcF,C,8.091692353964528e-05,0.0001507458066897554,0.00013257388879693788,0.00015969960768977065,1.0588948468204042e-06,2.124340853482004e-06,1.0924374378549773e-06,1.8787643390420891e-06
ratA,R,3.226491942167297e-05,3.8056043164524096e-05,1.6682109858469094e-05,1.8353747841080798e-05,8.520592103627731e-07,1.8374135714098858e-06,7.102979091764892e-07,9.457761735803321e-07
rsmE,R,9.52622400639828e-05,0.00011524565204183205,0.00011121336153266206,0.0001167820098615618,1.6878276143255272e-06,6.654301999588688e-07,9.839639629879917e-08,7.34594900363237e-06
sirB1,U,1.2637012013531014e-06,2.024973490843119e-06,6.416891126791261e-07,1.2957136774137499e-06,4.1648621607208095e-08,9.04913981475108e-07,4.8699214925930374e-08,9.726256854850527e-07
uraA,U,3.01077808932109e-05,8.82910852741646e-06,8.593760724512128e-06,3.0235180612062713e-06,1.9622763552868423e-06,5.435233091872101e-07,2.7342680810152673e-06,5.0841918636823e-07
xanP,U,4.76284640316788e-05,0.00023761137860562944,3.087226857746754e-05,6.427813130067218e-05,1.362997557590431e-07,1.3675330475501938e-06,1.4578229506540784e-05,4.050239359041031e-06
rplR,R,0.001165324949797479,0.0009617456954027065,0.0008071714896612943,0.000566510685180816,1.558729016471025e-06,8.184079691086088e-06,4.0578747754053545e-05,6.521147028719333e-06
yaiE,S,0.00016619738267525686,0.00019531575036735993,0.0004501668071703714,0.0006246931106740653,7.999362442061893e-07,6.20855433359669e-06,1.6822839574908994e-05,1.4695159944262432e-05
ibpA,R,4.928916391659546e-05,5.800725542168883e-05,3.732612087970348e-05,4.44444233775013e-05,2.2617784930392904e-07,8.807270213191014e-07,1.3562142508907937e-06,6.493649448880302e-07
mltC,S,7.16666479188797e-05,4.72413479212484e-05,5.714308736472801e-05,4.392026690834143e-05,5.961560140853303e-07,1.1066870116931731e-06,1.4165728135207047e-06,5.409066224645551e-06
relE,A',2.3253414289381876e-06,3.3728735385294022e-06,4.399709324362132e-06,6.594412639642115e-06,7.48896275728527e-08,9.607988378418585e-09,1.46135532598031e-07,1.7830664536832118e-07
relB,S',1.3425631518284451e-05,2.210626031881151e-05,1.535679564103511e-05,2.714115184841488e-05,6.910968168524221e-07,4.903720659811151e-07,2.001751088076003e-07,1.6050311209929142e-06
slmA,S,8.82992989527975e-05,0.00010902365233351983,9.357086966272469e-05,0.00010288800163390922,2.965104939544206e-06,2.7610633879665027e-06,4.541066438327878e-06,3.5809077191627028e-06
rdoA,A,3.770125654308355e-05,3.247953521825806e-05,4.3191801144769665e-05,3.091787410958612e-05,8.500775475519423e-06,2.823718383713688e-06,4.9836437703001565e-06,3.9623609090928474e-07
osmC,S,0.00011140373048230375,7.301735013513133e-05,0.000586784628259467,0.000659159156073941,7.220958962059855e-07,1.5733712848717643e-06,1.9107041356610606e-05,2.964215712374308e-05
proP,S',0.00023976324023357147,0.00031167339218758617,0.0008646396880633417,0.0008740193167048993,1.6093046484284897e-05,1.4120517900468178e-05,1.9545389636353228e-05,1.685903849719478e-05
iscX,A',4.1309881005512284e-05,5.978842979013993e-05,5.982940980775659e-05,7.293548018304513e-05,5.201303067502429e-06,2.5674882770935058e-06,8.879921419951773e-07,6.564852263152521e-07
rlmE,R,9.964305406658512e-05,0.00010973790545977021,0.00013305290560087336,0.0001440399925351597,1.0076340228654613e-05,8.058474565936498e-06,1.0754428764347024e-06,9.445358457150317e-09
mscS,A',0.0003230624274336835,0.0001698803549052307,0.0009609608732895984,0.0007383846216126264,1.7348883710424157e-05,5.707221328844756e-06,7.332573980649564e-05,4.028193625018716e-05
mepA,R,5.852507891639786e-05,3.7734873899880617e-05,6.191900814864517e-05,3.064279439385362e-05,1.2872360626891893e-05,2.3922078994988555e-06,7.800716675977966e-06,4.107268878401099e-06
rimK,U,7.263471036261151e-07,2.854713915691686e-06,2.929138055679182e-06,7.399003791460188e-06,1.307912513101632e-07,1.695554167550489e-07,5.4910283652593385e-08,2.60556164654833e-07
degP,S,0.00049812685400378,0.000545541277942575,0.0005917306311078278,0.0006684200436563547,6.567954427975475e-06,6.823317137182383e-05,2.6705115868636106e-06,7.0089098798018445e-06
emtA,A',2.043721460491034e-05,1.6281068721929445e-05,2.9356124717779833e-05,3.328787522908459e-05,4.985277869468856e-07,1.84939878695922e-07,4.08945651999859e-07,4.342810313656147e-07
eptC,R,0.0003162461319868656,0.00038804702272017056,0.00023198741295816486,0.00035052466723179695,4.104109501360372e-05,5.563604664730979e-06,2.5882382883676987e-07,1.218944506744434e-05
tufB;tufA,R,0.022516737836250564,0.02929873063795353,0.019776301840151313,0.0223084921637483,0.00010303929624846768,0.00021568396872740508,0.00033613494645713844,0.0001876057378119144
insC6;insC5;insC4;insC3;insC2;insC1,Unknown,3.971036561393869e-06,3.274039674175571e-06,4.092247797364577e-06,3.7231713142682224e-06,5.468213007720267e-09,8.331950767431175e-08,2.1448778680270832e-08,1.148973966852408e-07
insE5;insE4;insE3;insE2;insE1,Unknown,1.6158362684525402e-06,7.560331732022385e-07,3.5800083305241736e-06,9.73122631516329e-07,2.8068830096126893e-07,7.560331732022385e-07,1.7044184053226136e-06,7.794145215403002e-08
insL3;insL2;insL1,Unknown,6.130223495247566e-06,5.07351672513417e-06,2.9953156845554318e-06,5.966829966014762e-06,3.5525871594310773e-07,3.8129790454172847e-07,1.669574147494367e-07,3.269078901130698e-07
rph,R,0.00024220890529117432,0.00035720579474478526,0.00014907173318615566,0.00031392425323575044,2.6690965224899428e-05,4.6484064607729496e-05,1.0741433753782279e-05,1.012652296427516e-05
yghJ,R,1.5586912352396366e-05,0.0002471080563307774,4.066044983497624e-05,0.00011167902160263176,2.9251071670927624e-07,7.1617609886517e-07,1.862652466637173e-06,1.8771888956350236e-07
crfC,C',3.820417407742562e-05,1.4890288493295643e-05,2.3604023935477352e-05,2.476748716216233e-05,7.500598874572552e-07,2.304121398083878e-06,8.239074962501067e-07,1.0289365642047716e-06
rcsC,S,8.885949567688993e-05,3.7833186777336356e-05,0.00012546033829762703,7.790899267692124e-05,2.8701470268556706e-05,2.2550472754221477e-06,3.88232597028523e-05,4.28000622382749e-06
rcsB,C',0.0005430284389516116,0.00028408327126720686,0.0004448143002060889,0.0003055846558801727,3.0095520251979683e-05,4.862150172086294e-05,9.429396543781974e-05,7.111822078245386e-05
ilvG,Unknown,0.000562855480049064,9.654417967784301e-05,0.0009595908991995707,0.0007322287013910374,3.976058248814958e-05,2.736026043916589e-05,8.908096224577585e-06,1.2655633041088821e-05
rlpA,A,0.0002295810091677098,0.00025706004714065003,0.0003264631878258103,0.00043373558100433376,1.524070054272738e-05,1.130045772827949e-06,1.6651288080972096e-05,5.556452194488274e-06
ftsY,A',0.0004280311371602525,0.0004206651161027307,0.0005210551279777511,0.0005218937028525451,2.4099705063011827e-05,2.3829794754569073e-05,3.060477170605154e-06,5.331988904673068e-06
glnQ,C',0.0002488454775510635,0.0003086419893288213,0.0002630489567583196,0.00018909597253780524,1.7878799765908373e-06,7.098567243704341e-05,9.55332834931907e-06,5.103385192294871e-07
hisA,A,0.0004335833494181486,0.00012389473668799635,0.000716944071888921,0.00031506114683132325,6.792688189172599e-06,1.7119784393515239e-06,9.249519220126765e-06,7.118155987047899e-06
entE,U,0.00018372323568508826,0.0001656769202350641,7.918957435244241e-05,9.727167541246457e-05,1.87052072275785e-05,7.706109589345028e-06,2.794450932106021e-06,4.52524879950345e-05
fadL,C',0.0003163237962300309,0.0005721952911337072,0.00017382116094498407,0.00017528615700767528,1.8959749369182164e-05,3.201678021150277e-05,1.118744070543093e-06,7.18864690541533e-06
secA,C',0.0010087115195403578,0.0010915485370164425,0.0009651306409843435,0.001054463422446111,3.245067684681384e-05,1.2071172379681167e-05,3.584462665398802e-05,5.270896465896864e-05
iap,S',8.698632094510133e-06,8.282107293912002e-06,1.1411324243025817e-05,1.531062144287738e-05,7.817889707936947e-07,1.1487507859834281e-06,6.353995861463214e-07,2.2526129943257652e-06
lpxB,C,2.4053786579497362e-05,4.556738842990831e-05,3.4053711248617986e-05,4.229321094840468e-05,2.340930642658119e-06,6.169359830001429e-07,8.873480653658565e-07,5.052020661399836e-07
rnhB,S,2.7331559149341482e-05,2.9939292488846476e-05,2.7123927507019604e-05,1.900849558435512e-05,3.150650951121919e-06,4.774196188592646e-07,4.128741251093763e-06,1.7522774799464478e-06
dnaE,R,7.01148375934861e-05,7.556041379734828e-05,6.802123493501757e-05,6.925289750399976e-05,1.8927622431816609e-06,5.602426334591577e-06,2.1107894179616283e-07,3.3540425885779843e-06
nadB,A,0.00013340430616638326,6.0397064552798136e-05,9.159232356262392e-05,4.6678579515083046e-05,4.673715177104686e-06,2.690239719245227e-06,2.904664513336194e-06,1.96059576921277e-06
ugpC,S,5.4705172153321655e-06,3.6595710462992282e-06,1.7708425236423064e-05,1.458306690296671e-05,3.2258892386710547e-06,3.250717163001965e-07,1.8049683085474784e-06,1.528289883836346e-06
ugpQ,S',3.0063423367804383e-05,2.027762566930844e-05,5.924295078858387e-05,6.23581586158106e-05,3.5131789285609106e-06,1.0268653807496492e-06,2.2947193742507425e-06,1.312901085365622e-06
lit,U,0.0,1.6115075335570735e-06,1.164545075774488e-05,1.2370101448255993e-05,0.0,3.1945077103894997e-07,3.032224106887772e-07,1.5541757890119174e-06
argC,A,0.0005491557544467216,2.4918820341410857e-05,0.00021073397037577526,0.00010521876994456722,1.2379414346311898e-05,2.1733049885436646e-09,1.0288050250479512e-05,3.061087019653707e-07
argH,A,0.0013795074544840893,0.00013066034765146792,0.0006191744378073343,0.0003352722687312805,1.177800450310562e-05,1.974809341661281e-06,2.679408964351257e-05,2.5499588267215818e-05
entF,U,0.0003219101462172341,8.368822049351088e-05,0.00022208461792615593,6.518202731357027e-05,1.898424107223858e-05,7.07487242674318e-06,7.68176043456129e-06,8.70333226366718e-06
nadA,A,0.00013571589829770202,0.00013158862699018002,7.402987447627639e-05,7.620897465994168e-05,1.009515095392646e-05,6.689920560596965e-06,5.922683475745525e-07,2.7570599963271076e-06
damX,S',0.000698306830615091,0.0008177472624797126,0.0009512638644588334,0.0010395274201838948,2.255207999034975e-05,1.41786897381416e-06,3.2404968947245285e-05,1.3867325096400085e-05
argS,R,0.0006519676114373771,0.0007508412091624113,0.0005750391703500462,0.00056380518947977,2.6765758708654976e-05,8.223377833032133e-07,9.249455046840614e-07,4.510927236928619e-06
murF,S,0.00025587123733206255,0.00023118674764875677,0.0003932571106422166,0.0005060368503080732,4.498560335123431e-06,2.915451062457134e-05,5.168648267462434e-05,5.885861992013328e-05
aroC,S,0.00026056595879105613,0.0002283131148184384,0.0002605825028297407,0.00022474103201135866,2.2389601918371474e-06,7.706617488434757e-06,1.3561490101809493e-06,1.2538263600946566e-05
moeA,S',0.00011035883001705491,0.00013480414688627474,0.00017643517114863895,0.00015656318964928645,5.483257324882595e-07,9.528721918170772e-06,3.024958905417557e-06,1.5185421384613425e-07
moeB,S,1.4036022935224458e-05,2.0045323539379792e-05,2.375331028445293e-05,1.800188459461386e-05,8.439490244072581e-07,6.028055059708968e-06,2.5963369436672933e-07,6.791128036622527e-07
ung,S',5.872658948294238e-05,5.7692320928123394e-05,8.827491093726125e-05,7.50686416836066e-05,5.729963138000945e-07,8.555777804540531e-07,2.7155616159199922e-06,2.8138913432796504e-06
udp,S,0.00020807850359161125,0.00023467297531142549,0.0006295480420897954,0.000698333229308656,3.0173166580109987e-06,1.6098772105200773e-05,2.6481290102846008e-05,2.6863552250767052e-05
ybhB,S,0.00014234268462728238,1.6209729505559523e-05,0.0001213510903133253,2.943548041305927e-05,8.888680726404702e-06,7.443900782248515e-07,1.2652834563980491e-05,4.437250216423327e-06
bioA,A',5.7247163548092484e-05,8.591989143098498e-05,5.444516467257441e-05,4.5888668258277414e-05,1.1011370245654055e-06,4.09287097842293e-06,1.8317343124308244e-06,3.304529124933661e-07
bioB,U,0.000261773398426728,0.0002939708978364226,0.00015656883865608598,0.00013743151289948726,1.5064034281104909e-05,2.818790518968481e-05,1.1938016326538666e-07,7.531372961605277e-06
bioF,R,2.4750990737341056e-05,2.2656868529878657e-05,2.9799062172748338e-05,2.5668348558468166e-05,1.600113362490849e-06,3.1227444997966594e-07,1.0599918338921412e-06,1.0995100264900975e-06
bioC,U,7.316868588990293e-05,6.7703445995023e-06,5.2398494890549516e-05,3.0251438599828793e-06,1.3116560929454606e-05,1.2729032275996206e-07,1.6067459931095312e-06,2.6092802658288396e-07
bioD1,S,7.421234513359407e-05,2.990063570165284e-05,0.00013693417529193913,0.00011555816920809969,1.3160430019931735e-06,1.7200113632225385e-05,1.2582242971502492e-05,7.223357506296148e-06
bioH,S',4.003923665085452e-05,1.7367221706352236e-05,6.85943047812035e-05,3.349862400609529e-05,1.2440615193125157e-06,1.206448670971139e-06,2.4408435641327348e-06,1.1397989904636417e-06
metH,A,0.0009727782827648529,0.0003481481295703472,0.0011990860783757168,0.0010745908377373524,4.827125840540044e-05,8.27866242416865e-06,5.370012917856504e-05,6.882151369675305e-06
ampD,U,2.8765220231004508e-05,3.132893441875771e-05,9.187172960981274e-05,7.843440188481116e-05,4.9533789200217955e-06,1.5297837683642307e-06,4.319522686003729e-06,3.1763620386938016e-06
fdhE,S,9.229289595031947e-05,0.00017389772317800102,0.00011646492148325704,0.0001764322250050624,3.4294307627727187e-06,2.476531058179075e-06,2.1689316913850904e-06,2.9609119569155162e-05
katG,S,0.0009817893455753225,0.0010093944261535897,0.001459181473431976,0.0021685295752394296,9.801425367904403e-06,2.8193571387802557e-05,1.0456301973711711e-05,3.46423884668341e-05
glpD,S,7.235341334932254e-06,4.4222751804818315e-06,9.346308345630138e-06,1.1181320200467839e-05,3.9392122016600454e-07,6.908061006073763e-07,4.561452726891465e-07,4.4061073177393287e-07
fecA,U,1.3230345033037738e-05,7.782906959011053e-06,1.0386860793963122e-05,5.096942716634592e-06,5.025544454503334e-07,1.0969496620717483e-06,6.847215757925217e-07,2.485289106637171e-07
fes,U,8.578137441373952e-06,3.2352995523308543e-06,5.579255031472057e-06,1.3615417340587318e-06,9.334518412400751e-07,3.561938962422823e-07,6.878133555116526e-07,8.22724551381737e-08
rpoS,S,1.753137147645998e-06,0.00010392580414247835,1.5210219174832e-05,1.5091029862516185e-05,9.37314700054791e-08,3.506648780085187e-06,2.320372643606041e-08,3.5475594295739205e-07
sbcC,S',4.174405861125345e-05,4.93421326427348e-05,3.8450401145963316e-05,4.382727700107818e-05,1.2141069631942652e-06,1.2973129339002025e-06,3.6213985880699845e-06,7.305663914322131e-06
treA,S',9.187806476309491e-06,5.045671990028399e-06,7.213382530071643e-05,9.387121900071013e-05,6.986380399742116e-07,4.330587262014432e-07,1.4991158419069766e-06,6.459584548880546e-06
csrD,U,9.104288269343193e-06,5.93325000399583e-06,1.622841005193805e-05,1.578335473666145e-05,8.609970042152527e-07,2.9196483374956416e-07,4.817012659610459e-08,2.85685043990594e-06
chiA,U,2.4765428052539002e-05,2.4164775100837688e-05,7.806176798833032e-05,4.4008404772004817e-05,8.561274301284694e-07,2.712177037061799e-06,1.0227527923503384e-06,2.351468660702567e-06
mngR,A,1.7562581862191606e-05,1.8943356607292627e-05,2.1375213468725726e-05,2.1061028448499843e-05,8.671362121222245e-07,1.147924856929933e-06,2.586677046169842e-07,7.779609085317038e-07
rimL,S',4.388855761989994e-06,1.0003666693700869e-05,2.0828930090446695e-05,2.1838607823944286e-05,7.941812219804503e-07,3.181273792845214e-06,2.7459263249762263e-06,1.1284331008271983e-06
selB,A,0.00016980513370152834,0.00019101400498623203,0.0001566965488960637,0.00017455480959849536,1.3674623808921732e-05,4.668370792007792e-06,1.0170319507291778e-05,9.15228489635104e-06
topB,U,1.584435780991651e-05,1.922784554540832e-05,1.3098119334525182e-05,1.1242806695725287e-05,1.364363818736401e-06,2.6537335276054743e-06,2.9417237460686195e-06,1.7642578099676123e-06
zraR,U,3.9309243865255535e-06,7.507920798601605e-07,4.000900104170987e-06,8.480832687691565e-07,1.308399171272317e-07,2.4910260604683764e-08,3.361091805460702e-07,8.505917892600212e-08
fumB,C,3.322862699222775e-06,2.5641846046342807e-05,3.4778447607641064e-06,1.2546175850424017e-05,3.760267650097598e-07,2.408708520274531e-06,8.086359913108096e-07,7.672864900810568e-06
murD,S',0.0001528485979148883,0.00019462636682816218,0.000291782694081954,0.0003595392376658603,8.557745754766052e-06,1.930805097549924e-06,5.606600989179741e-06,2.15480197077229e-05
mcrB,R,5.663958415229308e-05,5.283748129538306e-05,5.1335155772510006e-05,2.721167122103798e-05,4.291845416571371e-06,2.5849007663364805e-06,4.698536111609616e-06,5.6433749443196785e-08
fecB,U,1.2695019228702415e-06,5.800280910376326e-07,6.171558303786351e-07,2.282184176280161e-06,1.1087207624957847e-07,5.800280910376326e-07,1.445060011518062e-07,1.4351940122006809e-06
pepP,S,0.000159531045365189,0.00013341748676858455,0.00023635786986905518,0.0002233144129156309,1.2941429236118353e-05,1.5351308429817584e-05,6.764516505144066e-06,6.013040973080748e-06
helD,S,8.301389273745456e-05,6.279321841337631e-05,0.00014238999023934282,9.196986933186936e-05,5.10043620379253e-06,2.2743637967380674e-08,2.0431319803995983e-05,2.934725937392165e-06
ligA,C',0.0001761921181886618,0.00022229272456118334,0.00019577253058700845,0.00023189720207354692,1.2439591244780505e-05,5.830745923109538e-06,3.7659210565937218e-06,2.276051972730349e-06
recQ,U,1.3025170114225415e-05,1.9753638125014024e-05,3.721896350508402e-06,2.0855027592835077e-05,1.973985310814183e-06,3.764735593671363e-08,2.2949847085420524e-06,1.4633697716402498e-05
entA,U,7.852981976326006e-05,1.682260709256806e-05,4.5482660808868585e-05,1.0441712674690397e-05,1.0009533968719588e-05,1.6669697180483621e-06,4.067239806668111e-06,3.378347378629585e-07
glgX,S,7.458445275458558e-05,1.736515555716661e-05,0.00011482986247982177,6.715553387808885e-05,2.0987790931886236e-06,6.156872657690938e-07,3.5869835292906665e-06,2.8484973519569314e-06
fliN,C,0.00013416983673905143,0.0002173365805919679,0.0,8.076714199457889e-05,1.3945465288112146e-06,1.2300258176232536e-06,0.0,7.727707529705243e-06
cstA,C,0.0004118797761244976,6.847306932755652e-05,3.1566528297055654e-05,5.131615607604842e-05,0.0002968491024152881,5.458104649429538e-06,5.750095363816291e-06,3.774231455102861e-06
srlR,S',2.0056001993608128e-05,2.1427579378985404e-05,1.9656825549518747e-05,3.1195300055680405e-05,1.8732012998389877e-06,8.763753262121769e-07,1.7456572673563529e-06,8.591517171457196e-07
purL,U,0.0031592070223168587,0.00549444108554032,0.0021041121270993597,0.002717870221613217,2.903576233374231e-05,0.00011923489853050626,0.00010117044183958275,6.436797788672783e-05
flk,A',1.331100776258315e-05,9.091111607161479e-06,1.297411645440666e-05,1.0437440343685731e-05,9.772557454396743e-07,1.0278841152079542e-06,3.258515181969642e-07,7.180795798835652e-07
pepD,S,0.0010004062824936154,0.0016493466157481431,0.0015688947440552323,0.002040925254613966,2.293309484371832e-06,0.00012268895759326459,0.0002012314013770148,9.105851221052701e-05
prlF,S',1.509795288015002e-05,1.1482276021158474e-05,2.2195823036922215e-05,2.6638390823601012e-05,1.3144235709715614e-06,8.09587106120068e-08,1.3963037695831958e-06,1.9322844674448539e-07
purH,U,0.0015195620705995574,0.003860005726870156,0.0008649503761756653,0.0014064894551123362,6.857577192688155e-06,4.384014444242619e-05,5.9425578755164014e-05,1.6434400330827366e-05
purD,U,0.0008121607048133514,0.0015966515764127586,0.0004764354156276752,0.0005722368677869927,1.5680197985435567e-05,5.7664583124332047e-05,3.309035826175473e-06,9.135615558321939e-06
dgt,S,2.040974327767363e-05,1.4175249887437615e-05,5.488901856149555e-05,6.890815232262303e-05,3.5681620018949654e-06,1.4359724061883195e-06,5.4716180798432496e-06,2.394475074828961e-06
aroE,A',7.6624624776152e-05,7.29602450603761e-05,0.00011384389861483101,0.00013190579082643567,2.5143605719107385e-06,1.4746794918660597e-07,2.48147592965817e-06,6.1309615989349025e-06
gcd,A',0.0001918530729511451,0.00027232493040370276,0.0005610569778036604,0.0008219079654036795,2.5310835738783516e-05,4.5455287925549686e-06,2.697580071944441e-05,1.1664646472286499e-05
malQ,S,6.646804881447509e-06,3.721610190540511e-06,2.0537566311150694e-05,1.9419337771986174e-05,1.36897144488582e-06,4.3570109250413035e-07,1.917249194160914e-06,7.009589601483738e-08
aroP,C',0.0004038358084637462,2.536346171766041e-05,0.0003857503307426191,6.677260829140682e-05,9.626431639408751e-06,3.9019219224460505e-07,2.5225977498646184e-05,2.5822156546243495e-06
sdaA,R,2.785624914027917e-05,0.00017839896562444406,3.1542646929844375e-05,0.00019391233456218763,1.3425727115203267e-06,3.6859344486275965e-06,8.979224014655909e-07,2.517492501397632e-07
panF,U,1.0795699717802999e-05,7.664554095447445e-06,1.5385283222089406e-05,9.020199026442166e-06,3.51869763750675e-07,5.886406730684875e-07,1.2745120040935922e-07,3.6333467028206693e-06
miaA,A',4.2395777188448665e-05,5.4749980520888645e-05,4.061075925369948e-05,4.222880347720219e-05,1.1860135256924698e-06,1.5073454280668241e-06,2.1649328801132306e-06,5.897017019137653e-07
selD,S',0.00026611695855124364,0.00031401960448955375,0.0002750718777671688,0.00026652488382192686,1.6449455977057793e-05,1.7826900873156104e-07,3.27621462796251e-05,1.1866944833096037e-05
tus,A',2.700046321020683e-05,2.9107183577665802e-05,3.6531129037810405e-05,3.3224961260787385e-05,3.8509432364272176e-06,1.5301465011641177e-06,1.1688855662612312e-06,4.956408407176016e-06
iclR,S',4.231498108996436e-05,5.764560828067246e-05,4.8432515215467525e-05,6.675830628467957e-05,6.408933038367458e-08,1.6299711001237738e-06,4.4224474554486557e-07,1.5521329282053504e-06
proS,R,0.0015761583322560905,0.0019227498137156008,0.001288314299210534,0.0014376247317747697,1.2267875719722374e-05,3.234623338153257e-05,2.719886680871723e-06,1.984124568468618e-06
cysA,U,0.0005762625376481588,0.00028247288771055586,0.0004223807256148722,0.0003108346405052499,1.33856347156664e-05,2.0741455269955046e-06,1.8838415303726303e-05,4.234145759126056e-06
phnB,S,2.257584810550272e-07,0.0,1.0384430436220322e-05,8.03507786363543e-06,2.257584810550272e-07,0.0,3.0394766248433943e-07,1.1682963348139562e-07
phnO,U,8.046397211815898e-06,1.7050836483403056e-06,1.3149749670442371e-05,1.1202157080157027e-05,1.7187000136793934e-06,1.886762699545859e-07,8.730188883507011e-07,3.0591231318218e-06
phnP,U,4.983251675123084e-07,0.0,1.2535181108771854e-06,5.416872742481921e-07,4.983251675123084e-07,0.0,1.6705168597838957e-07,1.2723113002881194e-07
cysP,R,0.0014456967781705551,0.0005914368489763635,0.0014633915391086515,0.001026005497692377,2.483009564929338e-05,1.2271020039070831e-05,1.919171215993183e-05,2.5097594975886667e-05
cysU,R,0.00010057586901896419,0.00021607088402012415,7.145925418717381e-05,0.00032436748840142677,8.49533545247677e-06,1.3104945332402299e-05,2.0592936869036555e-07,1.8281611523778972e-06
